when,date,block,demand,forecast
2018-11-29T17:00:00,2018-11-29,evening,201,191.3663000978001
2018-11-29T21:00:00,2018-11-29,night,58,57.868404110821125
2018-11-30T09:00:00,2018-11-30,morning,20,19.065638429860964
2018-11-30T13:00:00,2018-11-30,midday,122,116.1067099849055
2018-11-30T17:00:00,2018-11-30,evening,168,188.5001583319386
2018-11-30T21:00:00,2018-11-30,night,60,57.78686682844898
2018-12-01T09:00:00,2018-12-01,morning,25,22.89763090156989
2018-12-01T13:00:00,2018-12-01,midday,123,138.49033084021
2018-12-01T17:00:00,2018-12-01,evening,184,225.4149314710636
2018-12-01T21:00:00,2018-12-01,night,58,69.27457047563317
2018-12-02T09:00:00,2018-12-02,morning,25,27.618692056259558
2018-12-02T13:00:00,2018-12-02,midday,169,166.9268428567147
2018-12-02T17:00:00,2018-12-02,evening,289,274.3036013380594
2018-12-02T21:00:00,2018-12-02,night,85,83.6737723155023
2018-12-03T09:00:00,2018-12-03,morning,32,29.675036605778097
2018-12-03T13:00:00,2018-12-03,midday,181,179.99002744550552
2018-12-03T17:00:00,2018-12-03,evening,285,298.34403172167373
2018-12-03T21:00:00,2018-12-03,night,99,90.13476312537497
2018-12-04T09:00:00,2018-12-04,morning,29,27.51955409999877
2018-12-04T13:00:00,2018-12-04,midday,182,167.8308182949493
2018-12-04T17:00:00,2018-12-04,evening,311,279.4268032667452
2018-12-04T21:00:00,2018-12-04,night,92,83.78592546833356
2018-12-05T09:00:00,2018-12-05,morning,25,22.77681582734965
2018-12-05T13:00:00,2018-12-05,midday,150,139.59386091203407
2018-12-05T17:00:00,2018-12-05,evening,217,231.79199046381103
2018-12-05T21:00:00,2018-12-05,night,72,69.40216678335122
2018-12-06T09:00:00,2018-12-06,morning,18,19.0197406477991
2018-12-06T13:00:00,2018-12-06,midday,129,116.53141954097734
2018-12-06T17:00:00,2018-12-06,evening,197,191.30610951228059
2018-12-06T21:00:00,2018-12-06,night,56,57.80932235041691
2018-12-07T09:00:00,2018-12-07,morning,18,19.07911533771114
2018-12-07T13:00:00,2018-12-07,midday,116,116.0
2018-12-07T17:00:00,2018-12-07,evening,164,188.45391402912844
2018-12-07T21:00:00,2018-12-07,night,73,57.73208603507316
2018-12-08T09:00:00,2018-12-08,morning,17,22.911955502071464
2018-12-08T13:00:00,2018-12-08,midday,134,138.39055784449826
2018-12-08T17:00:00,2018-12-08,evening,276,225.38276729386314
2018-12-08T21:00:00,2018-12-08,night,80,69.22414323098423
2018-12-09T09:00:00,2018-12-09,morning,24,27.633874764441185
2018-12-09T13:00:00,2018-12-09,midday,169,166.83411168210384
2018-12-09T17:00:00,2018-12-09,evening,273,274.2856469354632
2018-12-09T21:00:00,2018-12-09,night,91,83.62774989425992
2018-12-10T09:00:00,2018-12-10,morning,29,29.691087574150764
2018-12-10T13:00:00,2018-12-10,midday,162,179.9044408150516
2018-12-10T17:00:00,2018-12-10,evening,305,298.3404125104045
2018-12-10T21:00:00,2018-12-10,night,92,90.09319548003839
2018-12-11T09:00:00,2018-12-11,morning,29,27.536483215552163
2018-12-11T13:00:00,2018-12-11,midday,158,167.75247679245535
2018-12-11T17:00:00,2018-12-11,evening,260,279.4376403941266
2018-12-11T21:00:00,2018-12-11,night,96,83.74886121444602
2018-12-12T09:00:00,2018-12-12,morning,23,22.794632708627987
2018-12-12T13:00:00,2018-12-12,midday,141,139.52286295228834
2018-12-12T17:00:00,2018-12-12,evening,234,231.81740077191853
2018-12-12T21:00:00,2018-12-12,night,81,69.36965318512534
2018-12-13T09:00:00,2018-12-13,morning,16,19.038454642056077
2018-12-13T13:00:00,2018-12-13,midday,133,116.46786134062933
2018-12-13T17:00:00,2018-12-13,evening,157,191.34620550335188
2018-12-13T21:00:00,2018-12-13,night,49,57.78140530675531
2018-12-14T09:00:00,2018-12-14,morning,18,19.09873551814517
2018-12-14T13:00:00,2018-12-14,midday,103,115.94397554908832
2018-12-14T17:00:00,2018-12-14,evening,187,188.50880383227297
2018-12-14T21:00:00,2018-12-14,night,55,57.70881006599692
2018-12-15T09:00:00,2018-12-15,morning,21,22.93249066514207
2018-12-15T13:00:00,2018-12-15,midday,149,138.3421588786371
2018-12-15T17:00:00,2018-12-15,evening,234,225.45255463305975
2018-12-15T21:00:00,2018-12-15,night,68,69.20555146446891
2018-12-16T09:00:00,2018-12-16,morning,28,27.655333427267436
2018-12-16T13:00:00,2018-12-16,midday,175,166.79342765533792
2018-12-16T17:00:00,2018-12-16,evening,308,274.3704310988418
2018-12-16T21:00:00,2018-12-16,night,80,83.61388405347668
2018-12-17T09:00:00,2018-12-17,morning,33,29.7134779719921
2018-12-17T13:00:00,2018-12-17,midday,175,179.87155887338344
2018-12-17T17:00:00,2018-12-17,evening,315,298.4402883208872
2018-12-17T21:00:00,2018-12-17,night,95,90.08409587102526
2018-12-18T09:00:00,2018-12-18,morning,23,27.559813299372944
2018-12-18T13:00:00,2018-12-18,midday,154,167.7274817480589
2018-12-18T17:00:00,2018-12-18,evening,290,279.5526981813429
2018-12-18T21:00:00,2018-12-18,night,95,83.74456671418456
2018-12-19T09:00:00,2018-12-19,morning,23,22.818910142745953
2018-12-19T13:00:00,2018-12-19,midday,120,139.50583725841025
2018-12-19T17:00:00,2018-12-19,evening,228,231.94772634547172
2018-12-19T21:00:00,2018-12-19,night,82,69.3702012300458
2018-12-20T09:00:00,2018-12-20,morning,19,19.06368680187598
2018-12-20T13:00:00,2018-12-20,midday,133,116.45888506719169
2018-12-20T17:00:00,2018-12-20,evening,159,191.4918801274273
2018-12-20T21:00:00,2018-12-20,night,56,57.78683188167097
2018-12-21T09:00:00,2018-12-21,morning,18,19.124929487977486
2018-12-21T13:00:00,2018-12-21,midday,77,115.94312635899364
2018-12-21T17:00:00,2018-12-21,evening,214,188.66990420157788
2018-12-21T21:00:00,2018-12-21,night,60,57.71914969346226
2018-12-22T09:00:00,2018-12-22,morning,26,22.95965323610818
2018-12-22T13:00:00,2018-12-22,midday,144,138.34951200478704
2018-12-22T17:00:00,2018-12-22,evening,285,225.62915285011866
2018-12-22T21:00:00,2018-12-22,night,69,69.22083719457265
2018-12-23T09:00:00,2018-12-23,morning,28,27.683471095291534
2018-12-23T13:00:00,2018-12-23,midday,172,166.80905587837074
2018-12-23T17:00:00,2018-12-23,evening,311,274.5625946526728
2018-12-23T21:00:00,2018-12-23,night,81,83.63414745407688
2018-12-24T09:00:00,2018-12-24,morning,29,29.742596935880513
2018-12-24T13:00:00,2018-12-24,midday,164,179.89553250013876
2018-12-24T17:00:00,2018-12-24,evening,295,298.64808006700116
2018-12-24T21:00:00,2018-12-24,night,88,90.10936701841008
2018-12-25T09:00:00,2018-12-25,morning,30,27.589919458981207
2018-12-25T13:00:00,2018-12-25,midday,186,167.75986859077173
2018-12-25T17:00:00,2018-12-25,evening,311,279.7761763231528
2018-12-25T21:00:00,2018-12-25,night,76,83.77487418418633
2018-12-26T09:00:00,2018-12-26,morning,23,22.850009097234594
2018-12-26T13:00:00,2018-12-26,midday,130,139.5467026146458
2018-12-26T17:00:00,2018-12-26,evening,236,232.18694441706015
2018-12-26T21:00:00,2018-12-26,night,65,69.40557208959439
2018-12-27T09:00:00,2018-12-27,morning,21,19.095783848055074
2018-12-27T13:00:00,2018-12-27,midday,114,116.50829170052224
2018-12-27T17:00:00,2018-12-27,evening,168,191.74688697769622
2018-12-27T21:00:00,2018-12-27,night,67,57.82729168079185
2018-12-28T09:00:00,2018-12-28,morning,20,19.158029618741033
2018-12-28T13:00:00,2018-12-28,midday,112,116.00113448042761
2018-12-28T17:00:00,2018-12-28,evening,184,188.94074397979279
2018-12-28T21:00:00,2018-12-28,night,57,57.76472245772785
2018-12-29T09:00:00,2018-12-29,morning,21,22.99376113895814
2018-12-29T13:00:00,2018-12-29,midday,133,138.41617925495177
2018-12-29T17:00:00,2018-12-29,evening,256,225.91586499284455
2018-12-29T21:00:00,2018-12-29,night,80,69.27154541800455
2018-12-30T09:00:00,2018-12-30,morning,30,27.718591150952403
2018-12-30T13:00:00,2018-12-30,midday,155,166.884437310457
2018-12-30T17:00:00,2018-12-30,evening,257,274.8652138720659
2018-12-30T21:00:00,2018-12-30,night,91,83.69001209248907
2018-12-31T09:00:00,2018-12-31,morning,31,29.778733217004575
2018-12-31T13:00:00,2018-12-31,midday,191,179.97968056360943
2018-12-31T17:00:00,2018-12-31,evening,289,298.96663634058183
2018-12-31T21:00:00,2018-12-31,night,83,90.17040748323281
2019-01-01T09:00:00,2019-01-01,morning,25,27.627075728945183
2019-01-01T13:00:00,2019-01-01,midday,153,167.85283311584328
2019-01-01T17:00:00,2019-01-01,evening,240,280.11069488489596
2019-01-01T21:00:00,2019-01-01,night,78,83.84110833672217
2019-01-02T09:00:00,2019-01-02,morning,25,22.888188809027522
2019-01-02T13:00:00,2019-01-02,midday,141,139.64853079754252
2019-01-02T17:00:00,2019-01-02,evening,216,232.53744574993016
2019-01-02T21:00:00,2019-01-02,night,60,69.47701623574449
2019-01-03T09:00:00,2019-01-03,morning,19,19.13499014325848
2019-01-03T13:00:00,2019-01-03,midday,129,116.61902808951241
2019-01-03T17:00:00,2019-01-03,evening,150,192.11338680758323
2019-01-03T21:00:00,2019-01-03,night,54,57.90396056624225
2019-01-04T09:00:00,2019-01-04,morning,14,19.198265326600875
2019-01-04T13:00:00,2019-01-04,midday,120,116.12082096264122
2019-01-04T17:00:00,2019-01-04,evening,170,189.32325327085178
2019-01-04T21:00:00,2019-01-04,night,60,57.846629263595304
2019-01-05T09:00:00,2019-01-05,morning,25,23.035028775549414
2019-01-05T13:00:00,2019-01-05,midday,121,138.54485504398704
2019-01-05T17:00:00,2019-01-05,evening,232,226.31438994424016
2019-01-05T21:00:00,2019-01-05,night,48,69.35870175694374
2019-01-06T09:00:00,2019-01-06,morning,29,27.760892918436674
2019-01-06T13:00:00,2019-01-06,midday,160,167.0221389347792
2019-01-06T17:00:00,2019-01-06,evening,255,275.2797559161661
2019-01-06T21:00:00,2019-01-06,night,95,83.78242800527735
2019-01-07T09:00:00,2019-01-07,morning,28,29.822071002978873
2019-01-07T13:00:00,2019-01-07,midday,174,180.12644185573512
2019-01-07T17:00:00,2019-01-07,evening,354,299.39719214246696
2019-01-07T21:00:00,2019-01-07,night,90,90.26809143579017
2019-01-08T09:00:00,2019-01-08,morning,29,27.671451105887297
2019-01-08T13:00:00,2019-01-08,midday,162,168.0086852023428
2019-01-08T17:00:00,2019-01-08,evening,272,280.557256343398
2019-01-08T21:00:00,2019-01-08,night,82,83.94406721763343
2019-01-09T09:00:00,2019-01-09,morning,23,22.933603033831194
2019-01-09T13:00:00,2019-01-09,midday,136,139.8135020898215
2019-01-09T17:00:00,2019-01-09,evening,233,233.00000000000006
2019-01-09T21:00:00,2019-01-09,night,69,69.58525535422356
2019-01-10T09:00:00,2019-01-10,morning,15,19.18144415686357
2019-01-10T13:00:00,2019-01-10,midday,123,116.79314427540827
2019-01-10T17:00:00,2019-01-10,evening,198,192.59191622409762
2019-01-10T21:00:00,2019-01-10,night,59,58.0174836505731
2019-01-11T09:00:00,2019-01-11,morning,19,19.245759753716975
2019-01-11T13:00:00,2019-01-11,midday,117,116.30410499882358
2019-01-11T17:00:00,2019-01-11,evening,216,189.81773547382318
2019-01-11T21:00:00,2019-01-11,night,71,57.965438460038584
2019-01-12T09:00:00,2019-01-12,morning,27,23.083563924472873
2019-01-12T13:00:00,2019-01-12,midday,130,138.73732714916557
2019-01-12T17:00:00,2019-01-12,evening,203,226.82479780543625
2019-01-12T21:00:00,2019-01-12,night,82,69.48279762911304
2019-01-13T09:00:00,2019-01-13,morning,33,27.810468780960953
2019-01-13T13:00:00,2019-01-13,midday,174,167.22381658372075
2019-01-13T17:00:00,2019-01-13,evening,249,275.8060575671273
2019-01-13T21:00:00,2019-01-13,night,68,83.91180953398066
2019-01-14T09:00:00,2019-01-14,morning,32,29.872687254400056
2019-01-14T13:00:00,2019-01-14,midday,155,180.33733977410088
2019-01-14T17:00:00,2019-01-14,evening,302,299.9393509839482
2019-01-14T21:00:00,2019-01-14,night,92,90.40275601934704
2019-01-15T09:00:00,2019-01-15,morning,26,27.72310710510134
2019-01-15T13:00:00,2019-01-15,midday,151,168.22881536232728
2019-01-15T17:00:00,2019-01-15,evening,252,281.1152310561841
2019-01-15T21:00:00,2019-01-15,night,98,84.0840106726523
2019-01-16T09:00:00,2019-01-16,morning,20,22.986297823525124
2019-01-16T13:00:00,2019-01-16,midday,155,140.04287370660867
2019-01-16T17:00:00,2019-01-16,evening,248,233.57374455711937
2019-01-16T21:00:00,2019-01-16,night,63,69.73047191684803
2019-01-17T09:00:00,2019-01-17,morning,16,19.235176463801743
2019-01-17T13:00:00,2019-01-17,midday,127,117.03176380445207
2019-01-17T17:00:00,2019-01-17,evening,248,193.18137990445192
2019-01-17T21:00:00,2019-01-17,night,49,58.16796597820173
2019-01-18T09:00:00,2019-01-18,morning,23,19.300527989119583
2019-01-18T13:00:00,2019-01-18,midday,105,116.55197613393794
2019-01-18T17:00:00,2019-01-18,evening,177,190.42286287718883
2019-01-18T21:00:00,2019-01-18,night,60,58.12117763350801
2019-01-19T09:00:00,2019-01-19,morning,26,23.139366184488296
2019-01-19T13:00:00,2019-01-19,midday,165,138.99445082143396
2019-01-19T17:00:00,2019-01-19,evening,180,227.44552886885467
2019-01-19T21:00:00,2019-01-19,night,69,69.64378315534772
2019-01-20T09:00:00,2019-01-20,morning,32,27.867302847231
2019-01-20T13:00:00,2019-01-20,midday,175,167.4901909612215
2019-01-20T17:00:00,2019-01-20,evening,274,276.4423275826735
2019-01-20T21:00:00,2019-01-20,night,78,84.07802934910866
2019-01-21T09:00:00,2019-01-21,morning,26,29.93055059471913
2019-01-21T13:00:00,2019-01-21,midday,175,180.61296026245486
2019-01-21T17:00:00,2019-01-21,evening,285,300.59109061787933
2019-01-21T21:00:00,2019-01-21,night,96,90.57419649228255
2019-01-22T09:00:00,2019-01-22,morning,27,27.78199687416643
2019-01-22T13:00:00,2019-01-22,midday,173,168.51367460605076
2019-01-22T17:00:00,2019-01-22,evening,304,281.7823663694354
2019-01-22T21:00:00,2019-01-22,night,82,84.26065660913484
2019-01-23T09:00:00,2019-01-23,morning,22,23.04621086378202
2019-01-23T13:00:00,2019-01-23,midday,118,140.33696159130534
2019-01-23T17:00:00,2019-01-23,evening,194,234.25619702720957
2019-01-23T21:00:00,2019-01-23,night,66,69.91230656395828
2019-01-24T09:00:00,2019-01-24,morning,15,19.29610930638021
2019-01-24T13:00:00,2019-01-24,midday,93,117.33506745979916
2019-01-24T17:00:00,2019-01-24,evening,193,193.8790664486916
2019-01-24T21:00:00,2019-01-24,night,66,58.354971029322996
2019-01-25T09:00:00,2019-01-25,morning,21,19.362476854862464
2019-01-25T13:00:00,2019-01-25,midday,115,116.86447993750035
2019-01-25T17:00:00,2019-01-25,evening,170,191.1356958772735
2019-01-25T21:00:00,2019-01-25,night,42,58.31333323375819
2019-01-26T09:00:00,2019-01-26,morning,23,23.20232698507201
2019-01-26T13:00:00,2019-01-26,midday,158,139.31613640328905
2019-01-26T17:00:00,2019-01-26,evening,249,228.1734161967856
2019-01-26T21:00:00,2019-01-26,night,79,69.8410679074645
2019-01-27T09:00:00,2019-01-27,morning,30,27.931271186377305
2019-01-27T13:00:00,2019-01-27,midday,175,167.82103720939557
2019-01-27T17:00:00,2019-01-27,evening,290,277.1851726280107
2019-01-27T21:00:00,2019-01-27,night,110,84.28042031979112
2019-01-28T09:00:00,2019-01-28,morning,32,29.995521769499785
2019-01-28T13:00:00,2019-01-28,midday,169,180.95294332918303
2019-01-28T17:00:00,2019-01-28,evening,287,301.34879231634943
2019-01-28T21:00:00,2019-01-28,night,82,90.78166921899523
2019-01-29T09:00:00,2019-01-29,morning,26,27.847965876395033
2019-01-29T13:00:00,2019-01-29,midday,143,168.86276791482229
2019-01-29T17:00:00,2019-01-29,evening,257,282.5548192328056
2019-01-29T21:00:00,2019-01-29,night,90,84.47318510734928
2019-01-30T09:00:00,2019-01-30,morning,21,23.11317238149951
2019-01-30T13:00:00,2019-01-30,midday,147,140.69513584473873
2019-01-30T17:00:00,2019-01-30,evening,205,235.0432911745138
2019-01-30T21:00:00,2019-01-30,night,83,70.12986333485767
2019-01-31T09:00:00,2019-01-31,morning,20,19.36405772542919
2019-01-31T13:00:00,2019-01-31,midday,135,117.70229064831517
2019-01-31T17:00:00,2019-01-31,evening,233,194.6806876387473
2019-01-31T21:00:00,2019-01-31,night,50,58.577527067952545
2019-02-01T09:00:00,2019-02-01,morning,23,19.431406260550638
2019-02-01T13:00:00,2019-02-01,midday,97,117.240717348795
2019-02-01T17:00:00,2019-02-01,evening,245,191.95172554247762
2019-02-01T21:00:00,2019-02-01,night,56,58.54085803761703
2019-02-02T09:00:00,2019-02-02,morning,26,23.272231163924822
2019-02-02T13:00:00,2019-02-02,midday,152,139.70135063260912
2019-02-02T17:00:00,2019-02-02,evening,236,229.00373147819172
2019-02-02T21:00:00,2019-02-02,night,71,70.0735294855422
2019-02-03T09:00:00,2019-02-03,morning,25,28.002143627979457
2019-02-03T13:00:00,2019-02-03,midday,177,168.21518817061244
2019-02-03T17:00:00,2019-02-03,evening,243,278.0296464117194
2019-02-03T21:00:00,2019-02-03,night,80,84.5177852020565
2019-02-04T09:00:00,2019-02-04,morning,33,30.06735566842246
2019-02-04T13:00:00,2019-02-04,midday,209,181.3559882666471
2019-02-04T17:00:00,2019-02-04,evening,285,302.2072932710491
2019-02-04T21:00:00,2019-02-04,night,105,91.02390246629142
2019-02-05T09:00:00,2019-02-05,morning,28,27.920754134215596
2019-02-05T13:00:00,2019-02-05,midday,168,169.27466141604012
2019-02-05T17:00:00,2019-02-05,evening,299,283.42721184870953
2019-02-05T21:00:00,2019-02-05,night,88,84.72025032176714
2019-02-06T09:00:00,2019-02-06,morning,28,23.186907608901183
2019-02-06T13:00:00,2019-02-06,midday,122,141.11582985379314
2019-02-06T17:00:00,2019-02-06,evening,239,235.92943580340474
2019-02-06T21:00:00,2019-02-06,night,70,70.38172267050255
2019-02-07T09:00:00,2019-02-07,morning,20,19.438732244391883
2019-02-07T13:00:00,2019-02-07,midday,145,118.13173448009964
2019-02-07T17:00:00,2019-02-07,evening,239,195.5804405353239
2019-02-07T21:00:00,2019-02-07,night,55,58.83414124216273
2019-02-08T09:00:00,2019-02-08,morning,18,19.50701210662503
2019-02-08T13:00:00,2019-02-08,midday,122,117.67885770401286
2019-02-08T17:00:00,2019-02-08,evening,161,192.8649389068783
2019-02-08T21:00:00,2019-02-08,night,62,58.8021863425972
2019-02-09T09:00:00,2019-02-09,morning,24,23.348760088591888
2019-02-09T13:00:00,2019-02-09,midday,140,140.14813161355005
2019-02-09T17:00:00,2019-02-09,evening,197,229.93025349974096
2019-02-09T21:00:00,2019-02-09,night,66,70.33952980042447
2019-02-10T09:00:00,2019-02-10,morning,27,28.07958710109349
2019-02-10T13:00:00,2019-02-10,midday,170,168.67055129769432
2019-02-10T17:00:00,2019-02-10,evening,285,278.9693213138096
2019-02-10T21:00:00,2019-02-10,night,73,84.78841400536547
2019-02-11T09:00:00,2019-02-11,morning,30,30.145704880739004
2019-02-11T13:00:00,2019-02-11,midday,183,181.81987249573177
2019-02-11T17:00:00,2019-02-11,evening,290,303.1599613573003
2019-02-11T21:00:00,2019-02-11,night,98,91.29911484885383
2019-02-12T09:00:00,2019-02-12,morning,28,27.999999999999996
2019-02-12T13:00:00,2019-02-12,midday,180,169.74700315649582
2019-02-12T17:00:00,2019-02-12,evening,321,284.39270955017895
2019-02-12T21:00:00,2019-02-12,night,85,85.0
2019-02-13T09:00:00,2019-02-13,morning,24,23.267040768619406
2019-02-13T13:00:00,2019-02-13,midday,135,141.5965629873124
2019-02-13T17:00:00,2019-02-13,evening,224,236.90759572699082
2019-02-13T21:00:00,2019-02-13,night,81,70.66596200012279
2019-02-14T09:00:00,2019-02-14,morning,18,19.519743067483464
2019-02-14T13:00:00,2019-02-14,midday,102,118.62079038027338
2019-02-14T17:00:00,2019-02-14,evening,230,196.57109151330323
2019-02-14T21:00:00,2019-02-14,night,55,59.12282123229829
2019-02-15T09:00:00,2019-02-15,morning,20,19.588890694355623
2019-02-15T13:00:00,2019-02-15,midday,108,118.17616525664154
2019-02-15T17:00:00,2019-02-15,evening,189,193.86790604756186
2019-02-15T21:00:00,2019-02-15,night,72,59.09525667029941
2019-02-16T09:00:00,2019-02-16,morning,21,23.43149627698501
2019-02-16T13:00:00,2019-02-16,midday,95,140.6536172376905
2019-02-16T17:00:00,2019-02-16,evening,227,230.9453582392262
2019-02-16T21:00:00,2019-02-16,night,65,70.63693882557125
2019-02-17T09:00:00,2019-02-17,morning,25,28.163170463941366
2019-02-17T13:00:00,2019-02-17,midday,147,169.18413896744042
2019-02-17T17:00:00,2019-02-17,evening,296,279.99638146879226
2019-02-17T21:00:00,2019-02-17,night,80,85.0901087859471
2019-02-18T09:00:00,2019-02-18,morning,30,30.230124732689987
2019-02-18T13:00:00,2019-02-18,midday,198,182.3414837627122
2019-02-18T17:00:00,2019-02-18,evening,262,304.1987911790281
2019-02-18T21:00:00,2019-02-18,night,85,91.60504115666497
2019-02-19T09:00:00,2019-02-19,morning,26,28.085245399721664
2019-02-19T13:00:00,2019-02-19,midday,191,170.27655717308093
2019-02-19T17:00:00,2019-02-19,evening,287,285.44311977935763
2019-02-19T21:00:00,2019-02-19,night,82,85.3101023366817
2019-02-20T09:00:00,2019-02-20,morning,30,23.353100522043484
2019-02-20T13:00:00,2019-02-20,midday,144,142.13397653057154
2019-02-20T17:00:00,2019-02-20,evening,243,237.96939364985448
2019-02-20T21:00:00,2019-02-20,night,71,70.98018361361693
2019-02-21T09:00:00,2019-02-21,morning,16,19.60660573111756
2019-02-21T13:00:00,2019-02-21,midday,107,119.16597787658276
2019-02-21T17:00:00,2019-02-21,evening,217,197.6440810185966
2019-02-21T21:00:00,2019-02-21,night,66,59.44110413364231
2019-02-22T09:00:00,2019-02-22,morning,25,19.676544578673496
2019-02-22T13:00:00,2019-02-22,midday,115,118.72903880701853
2019-02-22T17:00:00,2019-02-22,evening,191,194.95188768457805
2019-02-22T21:00:00,2019-02-22,night,65,59.41754165079934
2019-02-23T09:00:00,2019-02-23,morning,25,23.519929449888327
2019-02-23T13:00:00,2019-02-23,midday,138,141.21408664380715
2019-02-23T17:00:00,2019-02-23,evening,241,232.04012927682345
2019-02-23T21:00:00,2019-02-23,night,77,70.96316547433534
2019-02-24T09:00:00,2019-02-24,morning,28,28.25237075429396
2019-02-24T13:00:00,2019-02-24,midday,148,169.7521117583224
2019-02-24T17:00:00,2019-02-24,evening,284,281.1017359554168
2019-02-24T21:00:00,2019-02-24,night,96,85.42021550778395
2019-02-25T09:00:00,2019-02-25,morning,35,30.320079733920704
2019-02-25T13:00:00,2019-02-25,midday,166,182.91686522209554
2019-02-25T17:00:00,2019-02-25,evening,339,305.3145200035895
2019-02-25T21:00:00,2019-02-25,night,87,91.93896519030329
2019-02-26T09:00:00,2019-02-26,morning,24,28.175942473502012
2019-02-26T13:00:00,2019-02-26,midday,171,170.85925036746718
2019-02-26T17:00:00,2019-02-26,evening,322,286.56901073318255
2019-02-26T21:00:00,2019-02-26,night,92,85.64777977337735
2019-02-27T09:00:00,2019-02-27,morning,23,23.44452680202672
2019-02-27T13:00:00,2019-02-27,midday,135,142.72388233789243
2019-02-27T17:00:00,2019-02-27,evening,250,239.10523148942673
2019-02-27T21:00:00,2019-02-27,night,60,71.32154941606126
2019-02-28T09:00:00,2019-02-28,morning,25,19.698748126751497
2019-02-28T13:00:00,2019-02-28,midday,112,119.76299501555219
2019-02-28T17:00:00,2019-02-28,evening,199,198.78964752927703
2019-02-28T21:00:00,2019-02-28,night,56,59.78609215522844
2019-03-01T09:00:00,2019-03-01,morning,16,19.769389779075993
2019-03-01T13:00:00,2019-03-01,midday,131,119.33306386710079
2019-03-01T17:00:00,2019-03-01,evening,230,196.10696174516897
